;인덱스		
;그룹		
;아이템 인덱스		
;확률		
;		
;		1000000000 = 100
199	4142	159091
199	4144	159091
199	4152	159090
199	4154	159090
199	4105	31250
199	4115	31250
199	4125	31250
199	4135	31250
199	4213	31250
199	4214	31250
199	4219	31250
199	4303	31250
199	4304	31250
199	4305	31250
199	4306	31250
199	4401	31250
199	4402	31250
199	4903	31250
199	4145	31250
199	4155	31250
199	4220	33334
199	4307	33333
199	4308	33333
199	5304	5000
199	5305	5000
199	5306	5000
199	5307	17
199	5308	17
199	5309	16
199	5334	190581950
199	5336	50000000
199	5337	50000000
199	5338	300000
199	5339	1500
199	5340	1500
199	5502	8000000
199	5503	8000000
199	5504	8000000
199	5505	8000000
199	5506	8000000
199	5507	1000000
199	5508	1000000
199	5509	1000000
199	5510	1000000
199	5511	1000000
199	3902	60000000
199	3903	40000000
199	4001	30000000
199	4002	30000000
199	4003	30000000
199	4004	30000000
199	4005	30000000
;천산비동1		
201	3401	50000
201	4053	25
201	4056	25
201	4059	25
201	4062	25
201	3907	100000
201	3910	1000
201	4052	12500
201	4055	12500
201	4058	12500
201	4061	12500
201	1105	1176471
201	1607	1176471
201	1707	1176471
201	1814	1176471
201	1103	1176471
201	1104	1176471
201	1604	1176471
201	1605	1176471
201	1606	1176471
201	1704	1176471
201	1705	1176470
201	1706	1176470
201	1809	1176470
201	1810	1176470
201	1811	1176470
201	1812	1176470
201	1813	1176470
201	1101	15625000
201	1102	15625000
201	1601	15625000
201	1602	15625000
201	1603	15625000
201	1701	15625000
201	1702	15625000
201	1703	15625000
201	1801	15625000
201	1802	15625000
201	1803	15625000
201	1804	15625000
201	1805	15625000
201	1806	15625000
201	1807	15625000
201	1808	15625000
201	4051	25000000
201	4054	25000000
201	4057	25000000
201	4060	25000000
201	408	6250000
201	508	6250000
201	608	6250000
201	708	6250000
201	808	6250000
201	908	6250000
201	1008	6250000
201	1508	6250000
201	3901	5000000
201	3902	1000000
201	4001	30000000
201	4002	30000000
201	4003	30000000
201	4004	30000000
201	4005	30000000
201	5335	200000000
201	2901	111899450
201	3001	111899450
;천산비동2		
202	3401	50000
202	4053	30
202	4056	30
202	4059	30
202	4062	30
202	3907	100000
202	3910	1000
202	4052	15000
202	4055	15000
202	4058	15000
202	4061	15000
202	1105	1176471
202	1607	1176471
202	1707	1176471
202	1814	1176471
202	1103	1176471
202	1104	1176471
202	1604	1176471
202	1605	1176471
202	1606	1176471
202	1704	1176471
202	1705	1176470
202	1706	1176470
202	1809	1176470
202	1810	1176470
202	1811	1176470
202	1812	1176470
202	1813	1176470
202	1101	15625000
202	1102	15625000
202	1601	15625000
202	1602	15625000
202	1603	15625000
202	1701	15625000
202	1702	15625000
202	1703	15625000
202	1801	15625000
202	1802	15625000
202	1803	15625000
202	1804	15625000
202	1805	15625000
202	1806	15625000
202	1807	15625000
202	1808	15625000
202	4051	25000000
202	4054	25000000
202	4057	25000000
202	4060	25000000
202	408	9375000
202	508	9375000
202	608	9375000
202	708	9375000
202	808	9375000
202	908	9375000
202	1008	9375000
202	1508	9375000
202	3901	5000000
202	3902	1000000
202	4001	30000000
202	4002	30000000
202	4003	30000000
202	4004	30000000
202	4005	30000000
202	5335	200000000
202	2901	99394440
202	3001	99394440
;천산비동3		
203	3401	50000
203	4053	40
203	4056	40
203	4059	40
203	4062	40
203	3907	100000
203	3910	1000
203	1110	5883
203	1611	5882
203	1711	5882
203	1818	5882
203	1106	5883
203	1107	5883
203	1108	5883
203	1109	5883
203	1608	5883
203	1609	5882
203	1610	5882
203	1708	5882
203	1709	5882
203	1710	5882
203	1815	5882
203	1816	5882
203	1817	5882
203	4052	17500
203	4055	17500
203	4058	17500
203	4061	17500
203	1101	15625000
203	1102	15625000
203	1601	15625000
203	1602	15625000
203	1603	15625000
203	1701	15625000
203	1702	15625000
203	1703	15625000
203	1801	15625000
203	1802	15625000
203	1803	15625000
203	1804	15625000
203	1805	15625000
203	1806	15625000
203	1807	15625000
203	1808	15625000
203	1105	1176471
203	1607	1176471
203	1707	1176471
203	1814	1176471
203	1103	1176471
203	1104	1176471
203	1604	1176471
203	1605	1176471
203	1606	1176471
203	1704	1176471
203	1705	1176470
203	1706	1176470
203	1809	1176470
203	1810	1176470
203	1811	1176470
203	1812	1176470
203	1813	1176470
203	4051	25000000
203	4054	25000000
203	4057	25000000
203	4060	25000000
203	408	12500000
203	508	12500000
203	608	12500000
203	708	12500000
203	808	12500000
203	908	12500000
203	1008	12500000
203	1508	12500000
203	413	12500
203	513	12500
203	613	12500
203	713	12500
203	813	12500
203	913	12500
203	1013	12500
203	1513	12500
203	3901	5000000
203	3902	1000000
203	4001	30000000
203	4002	30000000
203	4003	30000000
203	4004	30000000
203	4005	30000000
203	5335	200000000
203	2902	86789420
203	3002	86789420
;천산비동4		
204	3401	50000
204	4053	60
204	4056	60
204	4059	60
204	4062	60
204	3907	100000
204	3910	1000
204	1110	11765
204	1611	11765
204	1711	11765
204	1818	11765
204	1106	11765
204	1107	11765
204	1108	11765
204	1109	11765
204	1608	11765
204	1609	11765
204	1610	11765
204	1708	11765
204	1709	11764
204	1710	11764
204	1815	11764
204	1816	11764
204	1817	11764
204	1101	15625000
204	1102	15625000
204	1601	15625000
204	1602	15625000
204	1603	15625000
204	1701	15625000
204	1702	15625000
204	1703	15625000
204	1801	15625000
204	1802	15625000
204	1803	15625000
204	1804	15625000
204	1805	15625000
204	1806	15625000
204	1807	15625000
204	1808	15625000
204	1105	1176471
204	1607	1176471
204	1707	1176471
204	1814	1176471
204	1103	1176471
204	1104	1176471
204	1604	1176471
204	1605	1176471
204	1606	1176471
204	1704	1176471
204	1705	1176470
204	1706	1176470
204	1809	1176470
204	1810	1176470
204	1811	1176470
204	1812	1176470
204	1813	1176470
204	4051	25000000
204	4054	25000000
204	4057	25000000
204	4060	25000000
204	4052	20000
204	4055	20000
204	4058	20000
204	4061	20000
204	408	12500000
204	508	12500000
204	608	12500000
204	708	12500000
204	808	12500000
204	908	12500000
204	1008	12500000
204	1508	12500000
204	413	18750
204	513	18750
204	613	18750
204	713	18750
204	813	18750
204	913	18750
204	1013	18750
204	1513	18750
204	3901	5000000
204	3902	1000000
204	4001	30000000
204	4002	30000000
204	4003	30000000
204	4004	30000000
204	4005	30000000
204	5335	200000000
204	2903	86709380
204	3003	86709380
;천산비동5		
205	3401	50000
205	4053	70
205	4056	70
205	4059	70
205	4062	70
205	3907	100000
205	3910	1000
205	1110	14706
205	1611	14706
205	1711	14706
205	1818	14706
205	1106	14706
205	1107	14706
205	1108	14706
205	1109	14706
205	1608	14706
205	1609	14706
205	1610	14706
205	1708	14706
205	1709	14706
205	1710	14706
205	1815	14706
205	1816	14705
205	1817	14705
205	1101	15625000
205	1102	15625000
205	1601	15625000
205	1602	15625000
205	1603	15625000
205	1701	15625000
205	1702	15625000
205	1703	15625000
205	1801	15625000
205	1802	15625000
205	1803	15625000
205	1804	15625000
205	1805	15625000
205	1806	15625000
205	1807	15625000
205	1808	15625000
205	1105	1176471
205	1607	1176471
205	1707	1176471
205	1814	1176471
205	1103	1176471
205	1104	1176471
205	1604	1176471
205	1605	1176471
205	1606	1176471
205	1704	1176471
205	1705	1176470
205	1706	1176470
205	1809	1176470
205	1810	1176470
205	1811	1176470
205	1812	1176470
205	1813	1176470
205	4051	25000000
205	4054	25000000
205	4057	25000000
205	4060	25000000
205	4052	22500
205	4055	22500
205	4058	22500
205	4061	22500
205	408	12500000
205	508	12500000
205	608	12500000
205	708	12500000
205	808	12500000
205	908	12500000
205	1008	12500000
205	1508	12500000
205	413	25000
205	513	25000
205	613	25000
205	713	25000
205	813	25000
205	913	25000
205	1013	25000
205	1513	25000
205	3901	5000000
205	3902	1000000
205	4001	30000000
205	4002	30000000
205	4003	30000000
205	4004	30000000
205	4005	30000000
205	5335	200000000
205	2903	86654360
205	3003	86654360
;천산비동6		
206	3401	50000
206	4053	90
206	4056	90
206	4059	90
206	4062	90
206	3907	100000
206	3910	1000
206	1110	17648
206	1611	17647
206	1711	17647
206	1818	17647
206	1106	17647
206	1107	17647
206	1108	17647
206	1109	17647
206	1608	17647
206	1609	17647
206	1610	17647
206	1708	17647
206	1709	17647
206	1710	17647
206	1815	17647
206	1816	17647
206	1817	17647
206	1101	15625000
206	1102	15625000
206	1601	15625000
206	1602	15625000
206	1603	15625000
206	1701	15625000
206	1702	15625000
206	1703	15625000
206	1801	15625000
206	1802	15625000
206	1803	15625000
206	1804	15625000
206	1805	15625000
206	1806	15625000
206	1807	15625000
206	1808	15625000
206	1105	1764706
206	1607	1764706
206	1707	1764706
206	1814	1764706
206	1103	1764706
206	1104	1764706
206	1604	1764706
206	1605	1764706
206	1606	1764706
206	1704	1764706
206	1705	1764706
206	1706	1764706
206	1809	1764706
206	1810	1764706
206	1811	1764706
206	1812	1764705
206	1813	1764705
206	4051	25000000
206	4054	25000000
206	4057	25000000
206	4060	25000000
206	4052	25000
206	4055	25000
206	4058	25000
206	4061	25000
206	408	12500000
206	508	12500000
206	608	12500000
206	708	12500000
206	808	12500000
206	908	12500000
206	1008	12500000
206	1508	12500000
206	413	31250
206	513	31250
206	613	31250
206	713	31250
206	813	31250
206	913	31250
206	1013	31250
206	1513	31250
206	3901	5000000
206	3902	1000000
206	4001	30000000
206	4002	30000000
206	4003	30000000
206	4004	30000000
206	4005	30000000
206	5335	200000000
206	2904	81599320
206	3004	81599320
;천산비동7(3층)		
207	3401	50000
207	1612	6
207	1613	6
207	1614	6
207	1712	6
207	1713	6
207	1714	5
207	1819	5
207	1820	5
207	1821	5
207	4053	100
207	4056	100
207	4059	100
207	4062	100
207	3907	125000
207	3908	10000
207	3910	2000
207	1110	20589
207	1611	20589
207	1711	20589
207	1818	20589
207	1106	20588
207	1107	20588
207	1108	20588
207	1109	20588
207	1608	20588
207	1609	20588
207	1610	20588
207	1708	20588
207	1709	20588
207	1710	20588
207	1815	20588
207	1816	20588
207	1817	20588
207	1101	15625000
207	1102	15625000
207	1601	15625000
207	1602	15625000
207	1603	15625000
207	1701	15625000
207	1702	15625000
207	1703	15625000
207	1801	15625000
207	1802	15625000
207	1803	15625000
207	1804	15625000
207	1805	15625000
207	1806	15625000
207	1807	15625000
207	1808	15625000
207	1105	1764706
207	1607	1764706
207	1707	1764706
207	1814	1764706
207	1103	1764706
207	1104	1764706
207	1604	1764706
207	1605	1764706
207	1606	1764706
207	1704	1764706
207	1705	1764706
207	1706	1764706
207	1809	1764706
207	1810	1764706
207	1811	1764706
207	1812	1764705
207	1813	1764705
207	4051	25000000
207	4054	25000000
207	4057	25000000
207	4060	25000000
207	4052	27500
207	4055	27500
207	4058	27500
207	4061	27500
207	408	12500000
207	508	12500000
207	608	12500000
207	708	12500000
207	808	12500000
207	908	12500000
207	1008	12500000
207	1508	12500000
207	413	37500
207	513	37500
207	613	37500
207	713	37500
207	813	37500
207	913	37500
207	1013	37500
207	1513	37500
207	417	13
207	517	13
207	617	13
207	717	13
207	817	12
207	917	12
207	1017	12
207	1517	12
207	3901	5000000
207	3902	1500000
207	3903	100000
207	4001	30000000
207	4002	30000000
207	4003	30000000
207	4004	30000000
207	4005	30000000
207	5335	200000000
207	2904	81226225
207	3004	81226225
;천산비동12~15(4~5층)		
208	3401	50000
208	1612	12
208	1613	11
208	1614	11
208	1712	11
208	1713	11
208	1714	11
208	1819	11
208	1820	11
208	1821	11
208	4053	110
208	4056	110
208	4059	110
208	4062	110
208	3907	125000
208	3908	10000
208	3910	2000
208	1110	20589
208	1611	20589
208	1711	20589
208	1818	20589
208	1106	20588
208	1107	20588
208	1108	20588
208	1109	20588
208	1608	20588
208	1609	20588
208	1610	20588
208	1708	20588
208	1709	20588
208	1710	20588
208	1815	20588
208	1816	20588
208	1817	20588
208	1101	15625000
208	1102	15625000
208	1601	15625000
208	1602	15625000
208	1603	15625000
208	1701	15625000
208	1702	15625000
208	1703	15625000
208	1801	15625000
208	1802	15625000
208	1803	15625000
208	1804	15625000
208	1805	15625000
208	1806	15625000
208	1807	15625000
208	1808	15625000
208	1105	1764706
208	1607	1764706
208	1707	1764706
208	1814	1764706
208	1103	1764706
208	1104	1764706
208	1604	1764706
208	1605	1764706
208	1606	1764706
208	1704	1764706
208	1705	1764706
208	1706	1764706
208	1809	1764706
208	1810	1764706
208	1811	1764706
208	1812	1764705
208	1813	1764705
208	4051	25000000
208	4054	25000000
208	4057	25000000
208	4060	25000000
208	4052	30000
208	4055	30000
208	4058	30000
208	4061	30000
208	408	12500000
208	508	12500000
208	608	12500000
208	708	12500000
208	808	12500000
208	908	12500000
208	1008	12500000
208	1508	12500000
208	413	43750
208	513	43750
208	613	43750
208	713	43750
208	813	43750
208	913	43750
208	1013	43750
208	1513	43750
208	417	50
208	517	50
208	617	50
208	717	50
208	817	50
208	917	50
208	1017	50
208	1517	50
208	3902	1500000
208	3903	100000
208	4001	30000000
208	4002	30000000
208	4003	30000000
208	4004	30000000
208	4005	30000000
208	5335	200000000
208	2904	83696030
208	3004	83696030
;천산비동9		
209	3401	50000
209	1612	23
209	1613	23
209	1614	22
209	1712	22
209	1713	22
209	1714	22
209	1819	22
209	1820	22
209	1821	22
209	4053	120
209	4056	120
209	4059	120
209	4062	120
209	3907	125000
209	3908	10000
209	3910	2000
209	1110	20589
209	1611	20589
209	1711	20589
209	1818	20589
209	1106	20588
209	1107	20588
209	1108	20588
209	1109	20588
209	1608	20588
209	1609	20588
209	1610	20588
209	1708	20588
209	1709	20588
209	1710	20588
209	1815	20588
209	1816	20588
209	1817	20588
209	1101	15625000
209	1102	15625000
209	1601	15625000
209	1602	15625000
209	1603	15625000
209	1701	15625000
209	1702	15625000
209	1703	15625000
209	1801	15625000
209	1802	15625000
209	1803	15625000
209	1804	15625000
209	1805	15625000
209	1806	15625000
209	1807	15625000
209	1808	15625000
209	1105	1764706
209	1607	1764706
209	1707	1764706
209	1814	1764706
209	1103	1764706
209	1104	1764706
209	1604	1764706
209	1605	1764706
209	1606	1764706
209	1704	1764706
209	1705	1764706
209	1706	1764706
209	1809	1764706
209	1810	1764706
209	1811	1764706
209	1812	1764705
209	1813	1764705
209	4051	25000000
209	4054	25000000
209	4057	25000000
209	4060	25000000
209	4052	32500
209	4055	32500
209	4058	32500
209	4061	32500
209	408	12500000
209	508	12500000
209	608	12500000
209	708	12500000
209	808	12500000
209	908	12500000
209	1008	12500000
209	1508	12500000
209	413	50000
209	513	50000
209	613	50000
209	713	50000
209	813	50000
209	913	50000
209	1013	50000
209	1513	50000
209	417	125
209	517	125
209	617	125
209	717	125
209	817	125
209	917	125
209	1017	125
209	1517	125
209	3902	1500000
209	3903	100000
209	4001	30000000
209	4002	30000000
209	4003	30000000
209	4004	30000000
209	4005	30000000
209	5335	200000000
209	2904	83665660
209	3004	83665660
;천산비동10		
210	3401	50000
210	1612	34
210	1613	34
210	1614	34
210	1712	33
210	1713	33
210	1714	33
210	1819	33
210	1820	33
210	1821	33
210	3907	125000
210	3908	10000
210	3910	2000
210	4053	140
210	4056	140
210	4059	140
210	4062	140
210	1110	20589
210	1611	20589
210	1711	20589
210	1818	20589
210	1106	20588
210	1107	20588
210	1108	20588
210	1109	20588
210	1608	20588
210	1609	20588
210	1610	20588
210	1708	20588
210	1709	20588
210	1710	20588
210	1815	20588
210	1816	20588
210	1817	20588
210	1101	15625000
210	1102	15625000
210	1601	15625000
210	1602	15625000
210	1603	15625000
210	1701	15625000
210	1702	15625000
210	1703	15625000
210	1801	15625000
210	1802	15625000
210	1803	15625000
210	1804	15625000
210	1805	15625000
210	1806	15625000
210	1807	15625000
210	1808	15625000
210	1105	1764706
210	1607	1764706
210	1707	1764706
210	1814	1764706
210	1103	1764706
210	1104	1764706
210	1604	1764706
210	1605	1764706
210	1606	1764706
210	1704	1764706
210	1705	1764706
210	1706	1764706
210	1809	1764706
210	1810	1764706
210	1811	1764706
210	1812	1764705
210	1813	1764705
210	4051	25000000
210	4054	25000000
210	4057	25000000
210	4060	25000000
210	4052	35000
210	4055	35000
210	4058	35000
210	4061	35000
210	408	12500000
210	508	12500000
210	608	12500000
210	708	12500000
210	808	12500000
210	908	12500000
210	1008	12500000
210	1508	12500000
210	413	62500
210	513	62500
210	613	62500
210	713	62500
210	813	62500
210	913	62500
210	1013	62500
210	1513	62500
210	417	313
210	517	313
210	617	313
210	717	313
210	817	312
210	917	312
210	1017	312
210	1517	312
210	3902	1500000
210	3903	100000
210	4001	30000000
210	4002	30000000
210	4003	30000000
210	4004	30000000
210	4005	30000000
210	5335	200000000
210	2905	83609820
210	3005	83609820
;천산비동11		
211	3401	50000
211	1612	45
211	1613	45
211	1614	45
211	1712	45
211	1713	44
211	1714	44
211	1819	44
211	1820	44
211	1821	44
211	4053	160
211	4056	160
211	4059	160
211	4062	160
211	3907	125000
211	3908	10000
211	3910	2000
211	1110	20589
211	1611	20589
211	1711	20589
211	1818	20589
211	1106	20588
211	1107	20588
211	1108	20588
211	1109	20588
211	1608	20588
211	1609	20588
211	1610	20588
211	1708	20588
211	1709	20588
211	1710	20588
211	1815	20588
211	1816	20588
211	1817	20588
211	1101	15625000
211	1102	15625000
211	1601	15625000
211	1602	15625000
211	1603	15625000
211	1701	15625000
